,license_plate,kreis_key,income_pp_2000,income_pp_2001,income_pp_2002,income_pp_2003,income_pp_2004,income_pp_2005,income_pp_2006,income_pp_2007,income_pp_2008,income_pp_2009,income_pp_2010,income_pp_2011,income_pp_2012,income_pp_2013,income_pp_2014,income_pp_2015,income_pp_2016,income_pp_2017,income_pp_2018,income_2000,income_2001,income_2002,income_2003,income_2004,income_2005,income_2006,income_2007,income_2008,income_2009,income_2010,income_2011,income_2012,income_2013,income_2014,income_2015,income_2016,income_2017,income_2018,crimes_2013,crimes_2014,crimes_2015,crimes_2016,crimes_2017,crimes_2018,crimes_2019,crimes_2020,population_1995,population_1996,population_1997,population_1998,population_1999,population_2000,population_2001,population_2002,population_2003,population_2004,population_2005,population_2006,population_2007,population_2008,population_2009,population_2010,population_2011,population_2012,population_2013,population_2014,population_2015,population_2016,population_2017,population_2018,population_2019,kreis_name
710,VER,3361,16403,17285,17052,17569,17521,18136,18742,19040,19495,19770,19978,20665,21173,21470,21782,21845,22601,23096,23780,2165815,2289804,2265371,2339482,2337179,2418816,2496029,2531783,2587536,2618887,2643567,2730520,2795536,2840349,2893444,2925724,3056639,3146080,3250553,9073.0,8884.0,8690.0,8550.0,8146.0,7356.0,7143.0,7037.0,127300,128736,129923,130947,131848,132527,133009,133412,133826,134095,134221,134032,133913,133749,133468,133351,132131,132033,132294,132837,133930,135244,136216,136691,136963,"      Verden, Landkreis"
711,VIE,5166,15988,16678,16638,17156,17601,17761,18086,18313,18877,18450,19081,19823,20234,20407,20904,21165,21726,22418,23204,4765748,4998170,5008932,5171698,5305693,5352441,5439517,5497051,5654899,5509335,5672411,5872347,5983485,6023774,6166550,6272532,6475389,6693634,6934027,16459.0,18481.0,18648.0,18936.0,17940.0,16926.0,15879.0,16867.0,286895,289794,292557,295481,298092,299910,301597,303346,303926,304025,304199,303840,303548,303059,302228,301194,296240,295715,295185,294994,296364,298042,298578,298834,298899,"      Viersen, Kreis"
712,KK,5166,15988,16678,16638,17156,17601,17761,18086,18313,18877,18450,19081,19823,20234,20407,20904,21165,21726,22418,23204,4765748,4998170,5008932,5171698,5305693,5352441,5439517,5497051,5654899,5509335,5672411,5872347,5983485,6023774,6166550,6272532,6475389,6693634,6934027,16459.0,18481.0,18648.0,18936.0,17940.0,16926.0,15879.0,16867.0,286895,289794,292557,295481,298092,299910,301597,303346,303926,304025,304199,303840,303548,303059,302228,301194,296240,295715,295185,294994,296364,298042,298578,298834,298899,"      Viersen, Kreis"
713,VB,6535,14085,14919,15117,15518,15730,15991,16517,16703,17226,17289,17876,18995,19297,20359,20650,21270,20599,21318,22146,1666471,1763264,1782165,1821406,1836095,1852373,1897024,1898680,1935926,1921024,1960567,2059934,2073850,2171575,2190429,2265504,2203995,2272404,2351104,3763.0,3746.0,3801.0,4003.0,3483.0,3808.0,4123.0,3944.0,118512,118847,119112,118761,118584,118510,118469,118211,117694,117079,116298,115278,114156,112959,111732,110109,108445,107471,106665,106073,106510,106997,106594,106165,105761,      Vogelsbergkreis
714,V,14523,13289,13898,14226,14537,14737,14779,15220,15595,16010,16298,16564,16967,17364,17705,17911,18497,18959,19675,20424,3638592,3767825,3814994,3855309,3865278,3831261,3896612,3939111,3987328,4003911,4018267,4068252,4121039,4162438,4176579,4297921,4392631,4531510,4670812,13924.0,13947.0,13609.0,14649.0,13866.0,12891.0,12335.0,11570.0,284783,283450,281735,279817,277785,275406,272886,270126,267333,264558,261685,258604,255335,252037,248790,245850,239777,237335,235099,233180,232354,231685,230318,228690,226897,      Vogtlandkreis
715,AE,14523,13289,13898,14226,14537,14737,14779,15220,15595,16010,16298,16564,16967,17364,17705,17911,18497,18959,19675,20424,3638592,3767825,3814994,3855309,3865278,3831261,3896612,3939111,3987328,4003911,4018267,4068252,4121039,4162438,4176579,4297921,4392631,4531510,4670812,13924.0,13947.0,13609.0,14649.0,13866.0,12891.0,12335.0,11570.0,284783,283450,281735,279817,277785,275406,272886,270126,267333,264558,261685,258604,255335,252037,248790,245850,239777,237335,235099,233180,232354,231685,230318,228690,226897,      Vogtlandkreis
716,OVL,14523,13289,13898,14226,14537,14737,14779,15220,15595,16010,16298,16564,16967,17364,17705,17911,18497,18959,19675,20424,3638592,3767825,3814994,3855309,3865278,3831261,3896612,3939111,3987328,4003911,4018267,4068252,4121039,4162438,4176579,4297921,4392631,4531510,4670812,13924.0,13947.0,13609.0,14649.0,13866.0,12891.0,12335.0,11570.0,284783,283450,281735,279817,277785,275406,272886,270126,267333,264558,261685,258604,255335,252037,248790,245850,239777,237335,235099,233180,232354,231685,230318,228690,226897,      Vogtlandkreis
717,PL,14523,13289,13898,14226,14537,14737,14779,15220,15595,16010,16298,16564,16967,17364,17705,17911,18497,18959,19675,20424,3638592,3767825,3814994,3855309,3865278,3831261,3896612,3939111,3987328,4003911,4018267,4068252,4121039,4162438,4176579,4297921,4392631,4531510,4670812,13924.0,13947.0,13609.0,14649.0,13866.0,12891.0,12335.0,11570.0,284783,283450,281735,279817,277785,275406,272886,270126,267333,264558,261685,258604,255335,252037,248790,245850,239777,237335,235099,233180,232354,231685,230318,228690,226897,      Vogtlandkreis
718,RC,14523,13289,13898,14226,14537,14737,14779,15220,15595,16010,16298,16564,16967,17364,17705,17911,18497,18959,19675,20424,3638592,3767825,3814994,3855309,3865278,3831261,3896612,3939111,3987328,4003911,4018267,4068252,4121039,4162438,4176579,4297921,4392631,4531510,4670812,13924.0,13947.0,13609.0,14649.0,13866.0,12891.0,12335.0,11570.0,284783,283450,281735,279817,277785,275406,272886,270126,267333,264558,261685,258604,255335,252037,248790,245850,239777,237335,235099,233180,232354,231685,230318,228690,226897,      Vogtlandkreis
719,VG,13075,11844,12336,12695,12799,13114,13286,13641,13817,14380,14668,14895,14886,15461,15784,16105,16558,17205,17954,18491,3199058,3287805,3334394,3320590,3366456,3375674,3434266,3448256,3554718,3589339,3613079,3598608,3712580,3768125,3831934,3941167,4092538,4258974,4380076,18003.0,17361.0,16403.0,16369.0,15107.0,14165.0,15239.0,13290.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,241745,240131,238738,237941,238028,237866,237220,236882,236160,      Landkreis Vorpommern-Greifswald
720,ANK,13075,11844,12336,12695,12799,13114,13286,13641,13817,14380,14668,14895,14886,15461,15784,16105,16558,17205,17954,18491,3199058,3287805,3334394,3320590,3366456,3375674,3434266,3448256,3554718,3589339,3613079,3598608,3712580,3768125,3831934,3941167,4092538,4258974,4380076,18003.0,17361.0,16403.0,16369.0,15107.0,14165.0,15239.0,13290.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,241745,240131,238738,237941,238028,237866,237220,236882,236160,      Landkreis Vorpommern-Greifswald
721,GW,13075,11844,12336,12695,12799,13114,13286,13641,13817,14380,14668,14895,14886,15461,15784,16105,16558,17205,17954,18491,3199058,3287805,3334394,3320590,3366456,3375674,3434266,3448256,3554718,3589339,3613079,3598608,3712580,3768125,3831934,3941167,4092538,4258974,4380076,18003.0,17361.0,16403.0,16369.0,15107.0,14165.0,15239.0,13290.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,241745,240131,238738,237941,238028,237866,237220,236882,236160,      Landkreis Vorpommern-Greifswald
722,PW,13075,11844,12336,12695,12799,13114,13286,13641,13817,14380,14668,14895,14886,15461,15784,16105,16558,17205,17954,18491,3199058,3287805,3334394,3320590,3366456,3375674,3434266,3448256,3554718,3589339,3613079,3598608,3712580,3768125,3831934,3941167,4092538,4258974,4380076,18003.0,17361.0,16403.0,16369.0,15107.0,14165.0,15239.0,13290.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,241745,240131,238738,237941,238028,237866,237220,236882,236160,      Landkreis Vorpommern-Greifswald
723,SBG,13075,11844,12336,12695,12799,13114,13286,13641,13817,14380,14668,14895,14886,15461,15784,16105,16558,17205,17954,18491,3199058,3287805,3334394,3320590,3366456,3375674,3434266,3448256,3554718,3589339,3613079,3598608,3712580,3768125,3831934,3941167,4092538,4258974,4380076,18003.0,17361.0,16403.0,16369.0,15107.0,14165.0,15239.0,13290.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,241745,240131,238738,237941,238028,237866,237220,236882,236160,      Landkreis Vorpommern-Greifswald
724,UEM,13075,11844,12336,12695,12799,13114,13286,13641,13817,14380,14668,14895,14886,15461,15784,16105,16558,17205,17954,18491,3199058,3287805,3334394,3320590,3366456,3375674,3434266,3448256,3554718,3589339,3613079,3598608,3712580,3768125,3831934,3941167,4092538,4258974,4380076,18003.0,17361.0,16403.0,16369.0,15107.0,14165.0,15239.0,13290.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,241745,240131,238738,237941,238028,237866,237220,236882,236160,      Landkreis Vorpommern-Greifswald
725,WLG,13075,11844,12336,12695,12799,13114,13286,13641,13817,14380,14668,14895,14886,15461,15784,16105,16558,17205,17954,18491,3199058,3287805,3334394,3320590,3366456,3375674,3434266,3448256,3554718,3589339,3613079,3598608,3712580,3768125,3831934,3941167,4092538,4258974,4380076,18003.0,17361.0,16403.0,16369.0,15107.0,14165.0,15239.0,13290.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,241745,240131,238738,237941,238028,237866,237220,236882,236160,      Landkreis Vorpommern-Greifswald
726,HGW,13075,11844,12336,12695,12799,13114,13286,13641,13817,14380,14668,14895,14886,15461,15784,16105,16558,17205,17954,18491,3199058,3287805,3334394,3320590,3366456,3375674,3434266,3448256,3554718,3589339,3613079,3598608,3712580,3768125,3831934,3941167,4092538,4258974,4380076,18003.0,17361.0,16403.0,16369.0,15107.0,14165.0,15239.0,13290.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,241745,240131,238738,237941,238028,237866,237220,236882,236160,      Landkreis Vorpommern-Greifswald
727,VR,13073,12123,12676,13021,13155,13520,13742,14176,14419,15025,15335,15563,15979,16341,16692,17019,17593,18200,18877,19462,3082319,3188708,3236437,3234551,3290919,3308083,3372896,3392073,3494367,3527864,3546472,3602607,3664264,3729144,3800187,3943413,4093201,4248149,4376998,16788.0,15949.0,15032.0,16136.0,15738.0,15409.0,16010.0,15640.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225464,224235,223414,223290,224145,224896,225047,224904,224693,      Landkreis Vorpommern-Rügen
728,GMN,13073,12123,12676,13021,13155,13520,13742,14176,14419,15025,15335,15563,15979,16341,16692,17019,17593,18200,18877,19462,3082319,3188708,3236437,3234551,3290919,3308083,3372896,3392073,3494367,3527864,3546472,3602607,3664264,3729144,3800187,3943413,4093201,4248149,4376998,16788.0,15949.0,15032.0,16136.0,15738.0,15409.0,16010.0,15640.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225464,224235,223414,223290,224145,224896,225047,224904,224693,      Landkreis Vorpommern-Rügen
729,NVP,13073,12123,12676,13021,13155,13520,13742,14176,14419,15025,15335,15563,15979,16341,16692,17019,17593,18200,18877,19462,3082319,3188708,3236437,3234551,3290919,3308083,3372896,3392073,3494367,3527864,3546472,3602607,3664264,3729144,3800187,3943413,4093201,4248149,4376998,16788.0,15949.0,15032.0,16136.0,15738.0,15409.0,16010.0,15640.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225464,224235,223414,223290,224145,224896,225047,224904,224693,      Landkreis Vorpommern-Rügen
730,RDG,13073,12123,12676,13021,13155,13520,13742,14176,14419,15025,15335,15563,15979,16341,16692,17019,17593,18200,18877,19462,3082319,3188708,3236437,3234551,3290919,3308083,3372896,3392073,3494367,3527864,3546472,3602607,3664264,3729144,3800187,3943413,4093201,4248149,4376998,16788.0,15949.0,15032.0,16136.0,15738.0,15409.0,16010.0,15640.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225464,224235,223414,223290,224145,224896,225047,224904,224693,      Landkreis Vorpommern-Rügen
731,RÜG,13073,12123,12676,13021,13155,13520,13742,14176,14419,15025,15335,15563,15979,16341,16692,17019,17593,18200,18877,19462,3082319,3188708,3236437,3234551,3290919,3308083,3372896,3392073,3494367,3527864,3546472,3602607,3664264,3729144,3800187,3943413,4093201,4248149,4376998,16788.0,15949.0,15032.0,16136.0,15738.0,15409.0,16010.0,15640.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225464,224235,223414,223290,224145,224896,225047,224904,224693,      Landkreis Vorpommern-Rügen
732,HST,13073,12123,12676,13021,13155,13520,13742,14176,14419,15025,15335,15563,15979,16341,16692,17019,17593,18200,18877,19462,3082319,3188708,3236437,3234551,3290919,3308083,3372896,3392073,3494367,3527864,3546472,3602607,3664264,3729144,3800187,3943413,4093201,4248149,4376998,16788.0,15949.0,15032.0,16136.0,15738.0,15409.0,16010.0,15640.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225464,224235,223414,223290,224145,224896,225047,224904,224693,      Landkreis Vorpommern-Rügen
733,DAU,7233,14237,14912,14883,15407,16104,16408,16874,17147,17446,17949,17994,18490,19017,19171,19494,19913,20786,21353,22332,922463,967909,965726,998989,1042395,1057502,1081686,1092810,1104153,1127578,1122743,1143522,1165780,1167902,1184621,1210400,1263279,1296762,1354506,2895.0,2902.0,2959.0,3059.0,2991.0,2836.0,3360.0,2748.0,62524,62998,63512,64069,64347,64374,64443,64280,64248,64048,63801,63440,62997,62524,62021,61568,61844,61303,60919,60770,60785,60776,60731,60654,60625,"      Vulkaneifel, Landkreis"
734,KB,6635,14632,15337,15556,16342,16780,16568,16695,16638,17254,17683,18352,18991,19464,19496,19990,20364,21018,21663,22456,2480038,2595618,2629524,2754094,2816285,2767597,2769074,2738951,2817090,2859313,2939926,3016932,3070505,3059881,3129133,3197710,3316213,3414420,3527879,5509.0,6393.0,5392.0,5706.0,5936.0,5441.0,5702.0,5217.0,169413,170567,171102,170942,170721,170613,170513,170363,169969,169461,168761,167765,166623,165401,163956,162490,158859,157752,156950,156534,157026,157780,157612,157105,156680,"      Waldeck-Frankenberg, Landkreis"
735,FKB,6635,14632,15337,15556,16342,16780,16568,16695,16638,17254,17683,18352,18991,19464,19496,19990,20364,21018,21663,22456,2480038,2595618,2629524,2754094,2816285,2767597,2769074,2738951,2817090,2859313,2939926,3016932,3070505,3059881,3129133,3197710,3316213,3414420,3527879,5509.0,6393.0,5392.0,5706.0,5936.0,5441.0,5702.0,5217.0,169413,170567,171102,170942,170721,170613,170513,170363,169969,169461,168761,167765,166623,165401,163956,162490,158859,157752,156950,156534,157026,157780,157612,157105,156680,"      Waldeck-Frankenberg, Landkreis"
736,WA,6635,14632,15337,15556,16342,16780,16568,16695,16638,17254,17683,18352,18991,19464,19496,19990,20364,21018,21663,22456,2480038,2595618,2629524,2754094,2816285,2767597,2769074,2738951,2817090,2859313,2939926,3016932,3070505,3059881,3129133,3197710,3316213,3414420,3527879,5509.0,6393.0,5392.0,5706.0,5936.0,5441.0,5702.0,5217.0,169413,170567,171102,170942,170721,170613,170513,170363,169969,169461,168761,167765,166623,165401,163956,162490,158859,157752,156950,156534,157026,157780,157612,157105,156680,"      Waldeck-Frankenberg, Landkreis"
737,WT,8337,15805,16810,16728,17028,17198,17397,17768,18011,18884,18878,19874,21009,21831,22344,22767,23976,24340,24858,25622,2583339,2754926,2755181,2810120,2839396,2871721,2929825,2966871,3105247,3093990,3247349,3428146,3567702,3664066,3750650,3992849,4097804,4214133,4366299,7158.0,7321.0,7491.0,7304.0,6850.0,6713.0,6568.0,6034.0,162801,163740,164225,164457,164793,164956,165534,166569,167003,167185,167333,167290,167307,167149,166675,166287,163172,163420,163982,164738,166536,168357,169525,170409,170811,"      Waldshut, Landkreis"
738,SÄK,8337,15805,16810,16728,17028,17198,17397,17768,18011,18884,18878,19874,21009,21831,22344,22767,23976,24340,24858,25622,2583339,2754926,2755181,2810120,2839396,2871721,2929825,2966871,3105247,3093990,3247349,3428146,3567702,3664066,3750650,3992849,4097804,4214133,4366299,7158.0,7321.0,7491.0,7304.0,6850.0,6713.0,6568.0,6034.0,162801,163740,164225,164457,164793,164956,165534,166569,167003,167185,167333,167290,167307,167149,166675,166287,163172,163420,163982,164738,166536,168357,169525,170409,170811,"      Waldshut, Landkreis"
739,WAF,5570,15511,16061,15911,16359,16766,17123,17815,18405,19013,18553,19192,19947,20445,20985,21140,21261,22316,23066,23839,4302978,4482373,4458906,4590521,4705148,4801870,4984424,5129847,5270646,5114750,5268336,5455018,5579551,5723076,5771551,5855645,6194619,6403067,6618125,14122.0,14596.0,14577.0,14966.0,13248.0,12152.0,12462.0,12684.0,271289,273422,275060,276345,277709,279524,281319,282735,283180,283392,283568,283141,282215,281049,279540,278643,273477,272909,272728,273018,275422,277588,277601,277621,277812,"      Warendorf, Kreis"
740,BE,5570,15511,16061,15911,16359,16766,17123,17815,18405,19013,18553,19192,19947,20445,20985,21140,21261,22316,23066,23839,4302978,4482373,4458906,4590521,4705148,4801870,4984424,5129847,5270646,5114750,5268336,5455018,5579551,5723076,5771551,5855645,6194619,6403067,6618125,14122.0,14596.0,14577.0,14966.0,13248.0,12152.0,12462.0,12684.0,271289,273422,275060,276345,277709,279524,281319,282735,283180,283392,283568,283141,282215,281049,279540,278643,273477,272909,272728,273018,275422,277588,277601,277621,277812,"      Warendorf, Kreis"
741,WAK,16063,13147,13758,13920,14223,14553,14680,15200,15597,16052,16255,16521,17131,17656,18238,18294,18960,19480,20357,20932,1900144,1973244,1981017,2004285,2029536,2026644,2073600,2101186,2135491,2134913,2144919,2203640,2254019,2311804,2306143,2384155,2438767,2529272,2582883,4426.0,4731.0,4759.0,4821.0,4543.0,4415.0,4015.0,4363.0,149204,148603,147838,147075,146042,145215,144230,143121,141854,140360,139035,137485,135942,134320,132675,131217,128634,127666,126755,126059,125745,125192,124247,123395,119350,      Wartburgkreis
742,SLZ,16063,13147,13758,13920,14223,14553,14680,15200,15597,16052,16255,16521,17131,17656,18238,18294,18960,19480,20357,20932,1900144,1973244,1981017,2004285,2029536,2026644,2073600,2101186,2135491,2134913,2144919,2203640,2254019,2311804,2306143,2384155,2438767,2529272,2582883,4426.0,4731.0,4759.0,4821.0,4543.0,4415.0,4015.0,4363.0,149204,148603,147838,147075,146042,145215,144230,143121,141854,140360,139035,137485,135942,134320,132675,131217,128634,127666,126755,126059,125745,125192,124247,123395,119350,      Wartburgkreis
743,EA,16063,13147,13758,13920,14223,14553,14680,15200,15597,16052,16255,16521,17131,17656,18238,18294,18960,19480,20357,20932,1900144,1973244,1981017,2004285,2029536,2026644,2073600,2101186,2135491,2134913,2144919,2203640,2254019,2311804,2306143,2384155,2438767,2529272,2582883,4426.0,4731.0,4759.0,4821.0,4543.0,4415.0,4015.0,4363.0,149204,148603,147838,147075,146042,145215,144230,143121,141854,140360,139035,137485,135942,134320,132675,131217,128634,127666,126755,126059,125745,125192,124247,123395,119350,      Wartburgkreis
744,WM,9190,16895,17494,17566,18196,18908,19149,19589,19921,20570,20364,21221,22176,21952,22250,22709,23557,24016,24617,25481,2115110,2213457,2243810,2337945,2436518,2473159,2529363,2572973,2656271,2622936,2731110,2857697,2838665,2892055,2970139,3110648,3203306,3300070,3434900,4593.0,4767.0,4600.0,4811.0,4966.0,4485.0,4701.0,4542.0,120068,121481,122784,123915,125057,126326,127657,129126,130027,130451,130803,130864,131134,131211,130904,130944,128867,129314,129978,130789,132048,133383,134056,134800,135413,"      Weilheim-Schongau, Landkreis"
745,SOG,9190,16895,17494,17566,18196,18908,19149,19589,19921,20570,20364,21221,22176,21952,22250,22709,23557,24016,24617,25481,2115110,2213457,2243810,2337945,2436518,2473159,2529363,2572973,2656271,2622936,2731110,2857697,2838665,2892055,2970139,3110648,3203306,3300070,3434900,4593.0,4767.0,4600.0,4811.0,4966.0,4485.0,4701.0,4542.0,120068,121481,122784,123915,125057,126326,127657,129126,130027,130451,130803,130864,131134,131211,130904,130944,128867,129314,129978,130789,132048,133383,134056,134800,135413,"      Weilheim-Schongau, Landkreis"
746,AP,16071,12337,12938,13146,13508,13959,14017,14580,15046,15611,15803,16176,16727,17154,17618,17830,18147,18686,19332,19800,1120353,1166972,1176704,1198177,1227123,1222676,1259854,1285758,1317855,1319578,1342646,1382450,1410711,1442232,1456225,1485937,1536372,1589559,1624400,4721.0,4424.0,3975.0,4154.0,4322.0,4815.0,4067.0,4612.0,88602,89688,90923,91588,91824,91617,91129,90589,89888,89171,88534,87792,86994,86091,85257,84808,82648,82237,81860,81673,81884,82222,82224,82039,82052,"      Weimarer Land, Kreis"
